         Date  1 mo  3 mo  6 mo  1 yr  2 yr  3 yr  5 yr  7 yr  10 yr  20 yr  30 yr
0    01/02/18  1.29  1.44  1.61  1.83  1.92  2.01  2.25  2.38   2.46   2.64   2.81
1    01/03/18  1.29  1.41  1.59  1.81  1.94  2.02  2.25  2.37   2.44   2.62   2.78
2    01/04/18  1.28  1.41  1.60  1.82  1.96  2.05  2.27  2.38   2.46   2.62   2.79
3    01/05/18  1.27  1.39  1.58  1.80  1.96  2.06  2.29  2.40   2.47   2.64   2.81
4    01/08/18  1.30  1.45  1.60  1.79  1.96  2.07  2.29  2.41   2.49   2.65   2.81
5    01/09/18  1.27  1.44  1.60  1.78  1.98  2.09  2.33  2.46   2.55   2.72   2.88
6    01/10/18  1.31  1.42  1.59  1.78  1.98  2.08  2.32  2.47   2.55   2.73   2.88
7    01/11/18  1.32  1.43  1.58  1.77  1.98  2.09  2.32  2.46   2.54   2.72   2.91
8    01/12/18  1.31  1.43  1.59  1.78  1.99  2.12  2.35  2.48   2.55   2.71   2.85
9    01/16/18  1.33  1.45  1.63  1.79  2.03  2.12  2.36  2.48   2.54   2.69   2.83
10   01/17/18  1.31  1.44  1.63  1.79  2.05  2.15  2.39  2.51   2.57   2.71   2.84
11   01/18/18  1.29  1.45  1.63  1.79  2.05  2.17  2.43  2.55   2.62   2.77   2.90
12   01/19/18  1.28  1.44  1.62  1.79  2.06  2.20  2.45  2.57   2.64   2.78   2.91
13   01/22/18  1.27  1.44  1.65  1.79  2.08  2.21  2.46  2.59   2.66   2.79   2.93
14   01/23/18  1.26  1.44  1.63  1.78  2.06  2.18  2.43  2.55   2.63   2.77   2.90
15   01/24/18  1.25  1.43  1.63  1.79  2.08  2.20  2.43  2.57   2.65   2.80   2.93
16   01/25/18  1.23  1.42  1.64  1.80  2.08  2.20  2.41  2.55   2.63   2.76   2.89
17   01/26/18  1.24  1.41  1.64  1.80  2.13  2.24  2.47  2.60   2.66   2.79   2.91
18   01/29/18  1.28  1.44  1.66  1.80  2.11  2.26  2.49  2.63   2.70   2.82   2.94
19   01/30/18  1.49  1.44  1.66  1.88  2.13  2.27  2.51  2.65   2.73   2.86   2.98
20   01/31/18  1.43  1.46  1.66  1.90  2.14  2.29  2.52  2.66   2.72   2.83   2.95
21   02/01/18  1.41  1.48  1.64  1.89  2.16  2.33  2.56  2.72   2.78   2.90   3.01
22   02/02/18  1.40  1.48  1.65  1.88  2.15  2.33  2.58  2.76   2.84   2.97   3.08
23   02/05/18  1.40  1.51  1.67  1.85  2.08  2.25  2.50  2.68   2.77   2.92   3.04
24   02/06/18  1.48  1.52  1.69  1.87  2.10  2.30  2.52  2.70   2.79   2.94   3.06
25   02/07/18  1.36  1.55  1.73  1.91  2.15  2.33  2.57  2.75   2.84   3.01   3.12
26   02/08/18  1.32  1.55  1.73  1.91  2.13  2.32  2.57  2.76   2.85   3.03   3.14
27   02/09/18  1.31  1.55  1.73  1.89  2.05  2.26  2.52  2.72   2.83   3.02   3.14
28   02/12/18  1.35  1.62  1.82  1.93  2.09  2.30  2.56  2.77   2.86   3.02   3.14
29   02/13/18  1.34  1.59  1.80  1.95  2.10  2.30  2.54  2.74   2.83   2.99   3.11
30   02/14/18  1.32  1.58  1.81  1.98  2.17  2.40  2.65  2.84   2.91   3.07   3.18
31   02/15/18  1.30  1.58  1.82  1.99  2.19  2.40  2.65  2.83   2.90   3.04   3.15
32   02/16/18  1.35  1.62  1.83  2.00  2.21  2.38  2.63  2.81   2.87   3.02   3.13
33   02/20/18  1.39  1.66  1.87  2.01  2.25  2.40  2.65  2.81   2.88   3.04   3.15
34   02/21/18  1.40  1.64  1.85  2.03  2.26  2.44  2.69  2.86   2.94   3.11   3.22
35   02/22/18  1.34  1.63  1.84  2.02  2.25  2.42  2.66  2.84   2.92   3.09   3.21
36   02/23/18  1.38  1.64  1.85  2.02  2.25  2.39  2.62  2.79   2.88   3.04   3.16
37   02/26/18  1.39  1.66  1.87  2.03  2.22  2.37  2.60  2.77   2.86   3.03   3.15
38   02/27/18  1.49  1.66  1.87  2.08  2.27  2.43  2.67  2.83   2.90   3.06   3.17
39   02/28/18  1.50  1.65  1.86  2.07  2.25  2.42  2.65  2.80   2.87   3.02   3.13
40   03/01/18  1.50  1.63  1.85  2.05  2.22  2.36  2.58  2.74   2.81   2.97   3.09
41   03/02/18  1.50  1.65  1.86  2.06  2.25  2.40  2.63  2.79   2.86   3.02   3.14
42   03/05/18  1.53  1.70  1.86  2.06  2.24  2.41  2.65  2.81   2.88   3.04   3.16
43   03/06/18  1.56  1.68  1.87  2.06  2.25  2.42  2.65  2.81   2.88   3.03   3.14
44   03/07/18  1.57  1.68  1.87  2.05  2.25  2.42  2.65  2.81   2.89   3.04   3.15
45   03/08/18  1.57  1.67  1.89  2.05  2.25  2.42  2.63  2.79   2.86   3.01   3.13
46   03/09/18  1.57  1.67  1.89  2.03  2.27  2.45  2.65  2.82   2.90   3.04   3.16
47   03/12/18  1.60  1.71  1.89  2.05  2.27  2.43  2.64  2.79   2.87   3.00   3.13
48   03/13/18  1.64  1.73  1.90  2.03  2.26  2.41  2.62  2.77   2.84   2.98   3.10
49   03/14/18  1.71  1.76  1.94  2.05  2.26  2.41  2.61  2.75   2.81   2.94   3.05
50   03/15/18  1.70  1.77  1.95  2.07  2.29  2.42  2.62  2.76   2.82   2.94   3.05
51   03/16/18  1.71  1.78  1.96  2.08  2.31  2.44  2.65  2.78   2.85   2.96   3.08
52   03/19/18  1.70  1.80  1.99  2.08  2.31  2.45  2.65  2.78   2.85   2.97   3.09
53   03/20/18  1.76  1.81  1.97  2.08  2.34  2.49  2.69  2.82   2.89   3.01   3.12
54   03/21/18  1.71  1.74  1.95  2.06  2.31  2.46  2.69  2.82   2.89   3.01   3.12
55   03/22/18  1.67  1.72  1.95  2.05  2.29  2.43  2.63  2.76   2.83   2.94   3.06
56   03/23/18  1.69  1.74  1.92  2.04  2.28  2.41  2.61  2.74   2.82   2.94   3.06
57   03/26/18  1.71  1.79  1.94  2.06  2.33  2.44  2.64  2.78   2.85   2.96   3.08
58   03/27/18  1.69  1.77  1.93  2.10  2.26  2.39  2.58  2.70   2.78   2.90   3.03
59   03/28/18  1.65  1.73  1.95  2.12  2.28  2.41  2.59  2.72   2.77   2.89   3.01
60   03/29/18  1.63  1.73  1.93  2.09  2.27  2.39  2.56  2.68   2.74   2.85   2.97
61   04/02/18  1.68  1.77  1.92  2.08  2.25  2.37  2.55  2.67   2.73   2.85   2.97
62   04/03/18  1.70  1.75  1.92  2.09  2.28  2.41  2.60  2.73   2.79   2.90   3.02
63   04/04/18  1.67  1.71  1.90  2.07  2.28  2.42  2.61  2.73   2.79   2.91   3.03
64   04/05/18  1.67  1.72  1.93  2.07  2.30  2.45  2.64  2.76   2.83   2.95   3.07
65   04/06/18  1.68  1.73  1.91  2.06  2.27  2.40  2.58  2.70   2.77   2.89   3.01
66   04/09/18  1.67  1.76  1.93  2.08  2.29  2.43  2.60  2.72   2.78   2.89   3.02
67   04/10/18  1.63  1.74  1.93  2.09  2.32  2.45  2.62  2.74   2.80   2.89   3.02
68   04/11/18  1.64  1.73  1.95  2.09  2.32  2.45  2.62  2.72   2.79   2.87   2.99
69   04/12/18  1.65  1.75  1.95  2.11  2.34  2.49  2.67  2.78   2.83   2.92   3.05
70   04/13/18  1.64  1.76  1.97  2.12  2.37  2.51  2.67  2.77   2.82   2.91   3.03
71   04/16/18  1.64  1.79  1.98  2.12  2.39  2.52  2.69  2.78   2.83   2.91   3.03
72   04/17/18  1.68  1.80  2.02  2.16  2.41  2.52  2.68  2.77   2.82   2.89   3.00
73   04/18/18  1.67  1.81  2.01  2.17  2.42  2.57  2.73  2.83   2.87   2.95   3.06
74   04/19/18  1.67  1.82  2.01  2.21  2.44  2.58  2.77  2.87   2.92   3.01   3.11
